user_id,movies,rating
1,333,5.0
1,349,4.0
1,356,4.0
1,367,4.0
1,1029,5.0
1,480,4.0
1,1032,5.0
1,1256,5.0
1,1258,3.0
1,1265,4.0
1,1270,5.0
1,1275,5.0
1,1278,5.0
1,1282,5.0
1,1291,5.0
1,1240,5.0
1,1298,5.0
1,1396,3.0
1,1408,3.0
1,1500,4.0
1,1517,5.0
1,1552,4.0
1,1573,5.0
1,1580,3.0
1,1031,5.0
1,1377,3.0
1,1222,5.0
1,1587,5.0
1,1219,2.0
1,1220,5.0
1,1049,5.0
1,1060,4.0
1,1073,5.0
1,1080,5.0
1,1089,5.0
1,1090,4.0
1,1092,5.0
1,1097,5.0
1,1127,4.0
1,1042,4.0
1,1196,5.0
1,1197,5.0
1,1198,5.0
1,1206,5.0
1,1208,4.0
1,1210,5.0
1,1213,5.0
1,1214,4.0
1,1136,5.0
2,79132,4.0
2,80489,4.5
2,91529,3.5
2,109487,3.0
2,99114,3.5
2,106782,5.0
2,318,3.0
2,91658,2.5
2,74458,4.0
2,58559,4.5
2,68157,4.5
2,60756,5.0
2,48516,4.0
2,46970,4.0
2,8798,3.5
2,6874,4.0
2,1704,4.5
2,112552,4.0
2,71535,3.0
2,115713,3.5
2,333,4.0
2,3578,4.0
2,122882,5.0
3,527,0.5
3,2018,0.5
3,2105,2.0
3,3703,5.0
3,31,0.5
3,647,0.5
3,720,0.5
3,849,5.0
3,914,0.5
3,1093,0.5
3,1302,0.5
3,1371,3.0
3,2080,0.5
3,2288,4.0
3,2424,0.5
3,3210,0.5
3,3949,0.5
3,72378,0.5
3,1263,0.5
3,1272,0.5
3,1275,3.5
3,1587,4.5
4,4239,5.0
4,4246,4.0
4,3489,1.0
4,3386,4.0
4,3176,4.0
4,3033,4.0
4,2997,4.0
4,2959,2.0
4,2858,5.0
4,2692,5.0
4,2628,1.0
4,2571,1.0
4,2406,4.0
4,2395,3.0
4,1704,1.0
4,914,5.0
4,21,3.0
4,32,2.0
4,45,3.0
4,52,3.0
4,58,3.0
4,215,5.0
4,247,3.0
4,265,5.0
4,342,5.0
4,345,4.0
4,348,4.0
4,357,3.0
4,368,4.0
4,475,5.0
4,509,1.0
4,2174,5.0
4,2078,5.0
4,1967,5.0
4,1732,4.0
4,4641,1.0
4,4308,1.0
4,47,2.0
4,235,2.0
4,260,5.0
4,296,1.0
4,441,1.0
4,457,5.0
4,553,2.0
4,593,5.0
4,608,5.0
4,648,3.0
4,919,5.0
4,1025,4.0
4,539,1.0
4,1060,2.0
4,1080,5.0
4,1136,5.0
4,1196,5.0
4,1197,5.0
4,1198,3.0
4,1213,4.0
4,1219,4.0
4,1265,4.0
4,1282,5.0
4,1291,4.0
4,1500,4.0
4,1517,4.0
4,1580,3.0
4,1617,2.0
4,1073,4.0
4,588,4.0
4,3809,3.0
4,708,4.0
4,2019,2.0
4,2076,4.0
4,2109,4.0
4,2145,3.0
4,2150,5.0
4,2186,5.0
4,2324,1.0
4,2336,2.0
4,2359,4.0
4,2599,5.0
4,2683,4.0
4,2712,2.0
4,2762,4.0
4,2763,1.0
4,2770,2.0
4,2791,5.0
4,3160,4.0
4,4226,2.0
4,4034,5.0
4,4027,3.0
4,4014,1.0
4,4002,3.0
4,3996,4.0
4,1968,4.0
4,3967,4.0
4,3897,4.0
4,3481,2.0
4,3408,4.0
4,3317,4.0
4,595,3.0
4,3175,1.0
4,3911,3.0
4,1947,5.0
4,3255,4.0
4,1907,3.0
4,1923,3.0
4,899,4.0
4,902,4.0
4,904,4.0
4,908,5.0
4,910,5.0
4,920,5.0
4,1077,5.0
4,4896,4.0
4,1079,2.0
4,1084,5.0
4,1086,5.0
4,1094,3.0
4,1179,4.0
4,1183,1.0
4,912,5.0
4,1199,2.0
4,1883,4.0
4,1188,5.0
4,1641,4.0
4,1597,1.0
4,1466,4.0
4,1449,5.0
4,1391,1.0
4,898,5.0
4,1304,3.0
4,1288,4.0
4,1266,4.0
4,1259,4.0
4,1250,5.0
4,1225,4.0
4,1203,5.0
5,265,3.0
5,247,5.0
5,58,5.0
5,21,4.0
5,318,3.0
5,608,3.0
5,596,5.0
5,592,3.0
5,367,4.0
5,527,5.0
5,457,4.0
5,357,2.0
5,349,3.0
5,316,2.0
5,110,4.0
5,50,4.0
5,1,4.0
5,590,5.0
5,296,5.0
5,474,4.0
5,595,5.0
5,597,3.0
5,594,5.0
5,589,3.0
5,531,4.0
5,515,3.0
5,410,3.0
5,380,2.0
5,364,3.0
5,475,5.0
5,344,3.0
5,266,1.0
5,261,4.0
5,253,3.0
5,153,3.0
5,150,3.0
5,39,3.0
5,36,4.0
5,34,4.0
5,300,3.0
5,588,4.0
6,474,4.0
6,880,3.0
6,266,3.0
6,261,4.0
6,253,3.0
6,153,3.0
6,150,4.0
6,36,5.0
6,34,4.0
6,344,3.0
6,1084,3.0
6,595,5.0
6,588,5.0
6,539,3.0
6,509,3.0
6,475,4.0
6,368,5.0
6,357,3.0
6,708,4.0
6,348,3.0
6,364,5.0
6,410,3.0
6,25,3.0
6,24,4.0
6,22,5.0
6,19,2.0
6,17,4.0
6,16,4.0
6,11,4.0
6,380,4.0
6,10,3.0
6,5,5.0
6,2,4.0
6,597,4.0
6,594,4.0
6,589,3.0
6,531,3.0
6,515,4.0
6,7,4.0
6,60,4.0
6,342,3.0
6,45,3.0
6,480,5.0
6,457,5.0
6,367,4.0
6,362,3.0
6,356,5.0
6,349,5.0
6,333,5.0
6,500,5.0
6,316,5.0
6,231,3.0
6,216,4.0
6,163,3.0
6,151,4.0
6,110,5.0
6,50,1.0
6,47,4.0
6,296,2.0
6,265,3.0
6,527,3.0
6,552,3.0
6,32,4.0
6,21,2.0
6,647,4.0
6,31,3.0
6,318,5.0
6,1073,3.0
6,1049,5.0
6,543,3.0
6,1042,3.0
6,736,5.0
6,608,3.0
6,596,3.0
6,593,4.0
6,592,3.0
6,590,5.0
6,553,5.0
6,780,5.0
6,62,4.0
6,65,3.0
6,95,4.0
6,468,4.0
6,466,2.0
6,455,3.0
6,454,4.0
6,440,4.0
6,435,3.0
6,434,4.0
6,485,3.0
6,432,5.0
6,377,5.0
6,374,3.0
6,371,3.0
6,370,4.0
6,355,4.0
6,353,4.0
6,350,5.0
6,383,3.0
6,339,4.0
6,494,3.0
6,508,4.0
6,852,4.0
6,838,4.0
6,837,3.0
6,830,5.0
6,802,4.0
6,799,3.0
6,783,5.0
6,497,3.0
6,762,1.0
6,637,4.0
6,628,3.0
6,616,5.0
6,587,5.0
6,546,2.0
6,524,3.0
6,520,3.0
6,719,2.0
6,337,5.0
6,329,4.0
6,327,1.0
6,196,3.0
6,186,3.0
6,185,3.0
6,180,2.0
6,170,3.0
6,168,5.0
6,165,3.0
6,204,3.0
6,161,3.0
6,158,4.0
6,145,4.0
6,141,4.0
6,135,3.0
6,112,4.0
6,105,3.0
6,104,4.0
6,160,5.0
6,207,4.0
6,208,3.0
6,224,3.0
6,317,4.0
6,315,4.0
6,303,3.0
6,293,3.0
6,292,4.0
6,288,2.0
6,282,3.0
6,277,5.0
6,276,4.0
6,273,3.0
6,262,5.0
6,256,3.0
6,252,4.0
6,237,4.0
6,236,4.0
6,230,5.0
6,225,4.0
6,1061,4.0
6,6,4.0
6,3,5.0
7,2324,2.0
7,6365,4.0
7,6333,4.0
7,5991,4.5
7,5989,4.0
7,5952,4.5
7,5816,4.5
7,5618,5.0
7,5502,1.5
7,5464,3.0
7,5459,3.0
7,5445,4.0
7,5378,0.5
7,6534,0.5
7,5349,3.5
7,4995,4.5
7,4993,4.5
7,4963,4.0
7,4886,4.0
7,4874,3.0
7,4700,1.5
7,4643,1.0
7,4370,4.5
7,4310,0.5
7,4306,4.0
7,4223,2.0
7,4018,4.0
7,5218,3.5
7,6539,4.5
7,6863,4.5
7,6934,2.0
7,49286,0.5
7,49272,4.5
7,46530,1.0
7,45517,4.5
7,45499,4.0
7,37741,3.5
7,34319,4.5
7,34048,3.0
7,33794,2.0
7,33493,1.0
7,32587,3.5
7,30812,3.5
7,8984,4.0
7,8972,2.5
7,8970,2.5
7,8961,4.0
7,8957,4.0
7,8949,4.0
7,8783,1.0
7,8665,3.5
7,8636,4.5
7,8528,4.5
7,8368,2.5
7,8360,3.5
7,7445,4.0
7,7153,4.0
7,7143,4.5
7,3994,3.0
7,3977,2.5
7,3916,4.0
7,3869,5.0
7,588,3.0
7,58,3.0
7,48516,1.0
7,8798,4.5
7,3793,3.5
7,3578,1.5
7,2858,4.0
7,2640,3.0
7,2628,1.5
7,2529,5.0
7,2353,3.5
7,1954,4.5
7,1617,3.0
7,1517,3.5
7,1270,5.0
7,1240,5.0
7,1220,4.5
7,1219,5.0
7,1210,4.0
7,1208,4.0
7,1196,4.0
7,780,4.5
7,648,4.0
7,593,5.0
7,592,3.0
7,480,5.0
7,356,5.0
7,595,3.5
7,1,4.5
7,920,3.0
7,1923,1.5
7,3623,1.0
7,3354,1.5
7,3114,4.5
7,2717,3.5
7,2701,1.5
7,2671,4.5
7,1917,4.0
7,1784,0.5
7,1682,3.0
7,1610,4.0
7,1584,5.0
7,1246,1.5
7,1101,4.0
7,924,4.0
7,750,4.0
7,587,2.0
7,466,5.0
7,165,4.0
7,589,2.5
7,380,3.0
7,150,4.5
7,4896,4.0
7,4246,2.0
7,3408,4.5
7,2762,4.5
7,2683,2.0
7,2019,5.0
7,1183,1.5
7,260,5.0
7,50,4.5
8,2,4.0
8,364,5.0
8,253,5.0
8,153,2.0
8,150,4.0
8,39,3.0
8,34,5.0
8,380,5.0
8,539,3.0
8,32,3.0
8,21,4.0
8,318,5.0
8,593,4.0
8,592,3.0
8,590,5.0
8,357,5.0
8,527,5.0
8,597,3.0
8,587,3.0
8,141,3.0
8,185,5.0
8,186,4.0
8,208,3.0
8,236,3.0
8,252,3.0
8,586,3.0
8,282,3.0
8,317,3.0
8,339,3.0
8,377,4.0
8,432,1.0
8,440,3.0
8,454,4.0
8,292,3.0
8,500,2.0
8,480,4.0
8,457,3.0
8,11,4.0
8,47,4.0
8,50,5.0
8,110,3.0
8,10,2.0
8,235,3.0
8,296,4.0
8,356,3.0
8,367,3.0
8,231,4.0
9,223,4.0
9,923,5.0
9,1198,5.0
9,1270,5.0
9,2012,4.0
9,371,3.0
9,4993,5.0
9,5218,4.0
9,5378,3.0
9,5445,4.0
9,5952,5.0
9,1674,4.0
9,1037,2.0
9,2011,3.0
9,2023,3.0
9,5481,5.0
9,5507,1.0
9,5872,3.0
9,5902,5.0
9,5956,4.0
9,922,4.0
9,2300,5.0
10,5620,3.0
10,5377,3.5
10,4447,4.5
10,1247,3.0
10,1307,3.0
10,2571,0.5
10,2959,0.5
10,3578,4.0
10,58559,4.5
10,91529,5.0
10,106782,1.0
10,109487,0.5
10,588,4.0
10,912,4.0
10,1907,4.0
10,2762,0.5
10,4246,3.5
10,597,3.5
10,1784,3.5
10,3882,3.0
10,2671,3.5
10,4993,4.0
10,4995,4.0
10,5952,4.0
10,7153,4.0
10,8636,3.5
10,8665,3.5
10,8961,2.5
10,8970,1.0
10,33794,5.0
10,49272,5.0
10,49286,5.0
10,1028,0.5
10,1088,3.0
10,6155,3.0
10,4306,4.5
10,6377,3.5
10,80549,3.5
10,7293,3.5
10,72998,2.5
10,73017,3.0
10,79091,5.0
10,81845,5.0
10,81847,3.5
10,88163,4.0
10,88810,3.0
10,72011,2.5
10,92259,5.0
10,95510,3.0
10,96079,5.0
10,97938,1.0
10,106489,3.5
10,106696,4.5
10,109374,0.5
10,119145,1.0
10,95167,4.0
10,6942,4.0
10,69844,3.0
10,64969,0.5
10,7451,3.5
10,7458,5.0
10,8529,3.5
10,8533,5.0
10,356,3.5
10,30749,3.5
10,31685,4.5
10,68954,4.0
10,33679,3.0
10,40819,4.0
10,47099,3.0
10,51662,3.0
10,54286,3.5
10,56367,3.5
10,63113,3.5
10,63992,4.5
10,40629,3.0
10,296,1.0
10,2858,1.0
11,1784,5.0
11,380,4.0
11,153,3.0
11,150,5.0
11,36,4.0
11,1923,4.0
11,1597,4.0
11,1391,1.0
11,474,4.0
11,368,3.0
11,318,4.0
11,2028,5.0
11,1573,3.0
11,1552,4.0
11,1408,5.0
11,1210,4.0
11,780,4.0
11,1704,4.0
11,589,4.0
11,10,3.0
11,95,3.0
11,1370,3.0
11,1358,4.0
11,529,5.0
11,376,2.0
11,44,2.0
11,1917,4.0
11,1586,4.0
11,1584,5.0
11,1608,4.0
11,1101,5.0
11,466,3.0
11,434,3.0
11,377,3.0
11,292,4.0
11,208,3.0
11,170,4.0
11,165,3.0
11,736,4.0
11,733,4.0
11,648,4.0
11,593,5.0
11,1385,3.0
11,2002,2.0
11,1918,4.0
11,1882,2.0
11,1721,5.0
11,1438,3.0
11,110,5.0
11,349,5.0
11,356,5.0
11,457,5.0
11,6,5.0
11,480,4.0
12,830,4.0
12,277,3.0
12,256,5.0
12,168,5.0
12,39,4.0
12,838,5.0
12,3967,4.5
12,920,4.5
12,357,3.5
12,1265,3.5
12,543,3.5
12,261,4.5
12,2717,5.0
12,8533,5.0
12,5620,4.0
12,40629,5.0
12,63992,5.0
12,1357,5.0
12,1405,3.0
12,1876,3.5
12,2100,3.5
12,2421,3.0
12,2485,5.0
12,2572,5.0
12,2581,5.0
12,2694,4.0
12,4018,4.5
12,1721,5.0
12,6942,5.0
13,1721,4.0
13,4148,4.0
13,4011,5.0
13,3863,4.0
13,3827,4.0
13,3798,4.0
13,3753,4.0
13,3717,3.0
13,3624,4.0
13,3300,4.0
13,2541,2.0
13,1639,4.0
13,3409,2.0
13,47,5.0
13,597,3.0
13,3996,5.0
13,1590,4.0
13,2145,3.0
13,3793,4.0
13,3897,4.0
13,2571,5.0
13,2174,3.0
13,1198,5.0
13,3578,5.0
13,3977,3.0
14,288,4.0
14,367,1.0
14,47,5.0
14,110,5.0
14,231,3.0
14,296,3.0
14,356,4.0
14,339,4.0
14,25,4.0
14,377,3.0
14,383,4.0
14,434,4.0
14,455,3.0
14,508,3.0
14,524,3.0
14,586,3.0
14,376,4.0
14,193,3.0
14,784,1.0
14,480,3.0
14,527,3.0
14,552,3.0
14,553,4.0
14,590,4.0
14,592,2.0
14,593,4.0
14,318,3.0
14,32,4.0
14,509,5.0
14,539,4.0
14,39,3.0
14,150,4.0
14,153,2.0
14,266,5.0
14,344,2.0
14,597,3.0
14,7,3.0
14,19,1.0
14,95,5.0
14,105,3.0
14,282,5.0
14,337,5.0
15,85414,3.5
15,89745,2.0
15,91500,3.0
15,94864,3.0
15,104841,4.5
15,105504,4.0
15,110102,1.5
15,111759,4.5
15,112556,4.5
15,112852,1.5
15,115149,2.0
15,122886,5.0
15,122904,2.0
15,122922,2.0
15,134130,4.0
15,84954,4.5
15,134853,4.5
15,84152,5.0
15,69757,4.0
15,4022,3.5
15,4720,5.0
15,5971,2.0
15,6502,3.5
15,7254,3.5
15,7438,3.0
15,8644,3.5
15,48774,3.0
15,48780,4.5
15,50872,3.0
15,56174,3.5
15,59315,2.0
15,60069,3.5
15,64614,4.0
15,68237,3.0
15,70286,3.5
15,152081,3.0
15,115713,2.0
15,588,3.0
15,1270,5.0
15,1265,3.5
15,1240,4.0
15,1214,5.0
15,1210,5.0
15,1198,4.0
15,1196,5.0
15,780,3.5
15,596,2.0
15,527,5.0
15,356,5.0
15,296,4.0
15,260,5.0
15,47,3.5
15,1,2.5
15,2012,4.0
15,2028,3.5
15,2329,4.5
15,2571,4.0
15,3949,4.0
15,849,2.0
15,122882,2.0
15,109487,4.0
15,99114,1.0
15,91529,2.0
15,79132,3.5
15,3555,4.0
15,58559,2.0
15,318,5.0
15,3617,1.5
15,3578,5.0
15,3147,5.0
15,2959,2.5
15,2916,4.5
15,2858,4.0
15,6874,3.0
15,166528,5.0
15,96610,3.0
15,2011,5.0
15,364,3.0
15,589,5.0
15,256,3.0
15,293,3.0
15,355,1.0
15,3994,3.0
15,4018,4.0
15,4306,3.0
15,4370,4.0
15,97938,4.0
15,4886,3.5
15,4993,3.5
15,4995,5.0
15,5445,4.0
15,5618,3.0
15,5952,3.5
15,5989,5.0
15,8360,2.5
15,8961,2.5
15,33493,5.0
15,6377,3.0
15,68954,3.5
15,72998,3.0
15,4226,1.5
15,2762,3.0
15,158,1.0
15,109374,2.0
15,3535,3.5
15,2150,5.0
15,3499,4.0
15,2278,2.5
15,2085,1.5
15,2081,3.0
15,2001,5.0
15,1909,2.5
15,1653,4.5
15,3510,5.0
15,1347,3.0
15,1200,5.0
15,858,4.0
15,172,1.0
15,3753,3.0
15,44,1.0
15,1527,3.0
16,2019,4.0
16,2109,3.5
16,2762,3.5
16,4002,3.5
16,4226,4.5
16,204,2.0
16,293,4.0
16,78499,4.5
16,4973,4.0
16,6350,3.5
16,7099,3.5
16,7361,3.5
16,27773,4.0
16,1203,4.0
16,48394,4.0
16,4878,3.5
16,1199,5.0
16,60069,4.0
16,47,3.5
16,1617,3.5
16,2329,3.5
16,2427,1.5
16,2571,3.5
16,912,3.5
16,2641,3.0
16,1222,4.5
16,2858,3.5
16,318,4.0
16,1704,3.5
16,58559,4.5
16,79132,3.0
16,91529,4.5
16,849,4.0
16,2959,3.5
16,1219,3.0
16,1214,4.0
16,1213,3.5
16,50,4.0
16,260,3.0
16,296,3.0
16,356,3.5
16,527,4.0
16,593,3.0
16,608,4.5
16,3174,3.5
16,923,3.5
16,1089,4.0
16,1136,4.0
16,1196,3.0
16,1197,4.0
16,1198,3.5
16,1208,4.0
16,1188,2.5
16,3108,4.0
16,750,4.5
16,2723,3.5
16,1261,4.0
16,1252,4.5
16,1230,4.0
16,1223,4.0
16,1207,4.0
16,1201,3.0
16,1193,4.0
16,3949,4.0
16,1186,3.5
16,913,4.0
16,745,4.0
16,541,4.5
16,68954,4.0
16,4011,3.0
16,858,2.5
16,5971,4.0
16,1148,4.0
16,3000,4.0
16,904,3.5
16,4993,3.5
16,5618,4.5
16,5952,3.5
16,7153,3.5
16,1247,4.0
16,1276,4.0
16,111,4.5
16,1267,4.0
16,1299,4.0
16,1680,3.5
16,2490,3.0
16,2707,3.5
17,899,3.5
17,910,3.5
17,1259,4.0
17,1263,4.0
17,1093,4.0
17,904,4.0
17,3949,4.5
17,2959,4.5
17,2858,4.0
17,1967,4.0
17,2005,4.0
17,2028,4.5
17,2329,4.5
17,2502,4.5
17,2571,5.0
17,58559,4.5
17,48516,4.0
17,318,5.0
17,3702,3.5
17,3147,4.5
17,79132,4.5
17,68157,4.0
17,80463,4.0
17,1732,5.0
17,6350,5.0
17,1252,4.0
17,1201,5.0
17,1193,4.5
17,541,3.5
17,111,4.0
17,60069,3.5
17,5971,4.0
17,858,5.0
17,1405,4.0
17,1358,3.0
17,44,3.5
17,33794,4.0
17,7153,4.5
17,2019,3.5
17,7099,5.0
17,5952,5.0
17,27773,4.0
17,78499,4.0
17,68358,4.5
17,64839,3.5
17,31658,4.5
17,6870,3.5
17,6016,4.5
17,4571,4.0
17,3681,4.5
17,3263,4.0
17,3039,4.5
17,2194,4.0
17,1375,3.5
17,1234,4.0
17,1228,4.5
17,1221,4.5
17,1036,4.0
17,48394,4.5
17,5618,5.0
17,4993,4.5
17,2717,3.5
17,1032,4.5
17,1089,4.0
17,1090,4.5
17,1196,5.0
17,1197,3.5
17,81932,3.5
17,1198,4.5
17,1206,5.0
17,1210,5.0
17,1213,4.5
17,1222,4.5
17,1240,5.0
17,1258,4.0
17,1270,4.5
17,1291,4.0
17,780,4.0
17,82459,4.0
17,593,4.5
17,590,4.5
17,750,4.5
17,293,3.5
17,589,4.5
17,150,3.5
17,4226,4.0
17,2762,4.0
17,1,4.5
17,592,4.5
17,47,4.0
17,110,4.5
17,260,5.0
17,296,5.0
17,356,5.0
17,480,4.5
17,527,4.5
17,50,4.5
17,1466,3.0
18,1,3.5
18,6,4.0
18,555,4.0
18,1036,4.0
18,78499,4.0
18,48394,4.0
18,27773,3.5
18,7361,4.0
18,4973,4.0
18,2490,3.5
18,1276,4.0
18,1252,4.0
18,1221,5.0
18,1223,4.5
18,1201,5.0
18,1193,4.5
18,1148,4.5
18,913,4.0
18,745,4.0
18,541,4.0
18,111,4.0
18,134853,3.5
18,134130,4.5
18,1207,4.5
18,1234,4.5
18,1375,3.5
18,2194,3.5
18,2706,3.5
18,2420,4.0
18,2411,3.0
18,2410,3.5
18,2409,4.0
18,1961,4.0
18,1729,4.0
18,1544,3.5
18,1374,4.5
18,1356,4.5
18,1212,4.5
18,1059,3.5
18,1020,3.5
18,778,4.5
18,653,3.0
18,442,3.0
18,431,4.0
18,68358,3.5
18,64839,3.5
18,6870,4.0
18,3681,4.5
18,122904,3.5
18,122886,4.0
18,112852,4.5
18,111759,3.5
18,1370,3.5
18,119145,4.0
18,109374,4.0
18,106489,3.5
18,97938,3.0
18,73017,4.5
18,72998,4.0
18,72011,3.5
18,68954,4.0
18,54286,4.0
18,51662,3.5
18,40819,4.0
18,31685,2.0
18,7293,3.0
18,6377,4.0
18,1247,4.5
18,5956,4.0
18,5481,3.0
18,2011,3.5
18,586,3.5
18,45517,3.5
18,1608,3.0
18,2918,3.5
18,1721,4.0
18,2002,3.5
18,110102,3.5
18,96610,3.0
18,91500,4.0
18,89745,4.0
18,85414,3.5
18,70286,3.5
18,69757,4.0
18,64614,3.5
18,59315,4.0
18,50872,3.5
18,48780,4.5
18,8644,3.5
18,7438,3.5
18,7254,4.5
18,2278,3.5
18,1653,3.5
18,1527,3.5
18,858,4.0
18,784,2.0
18,4011,4.5
18,2421,3.0
18,1918,3.5
18,45499,4.0
18,2951,4.5
18,3081,4.0
18,79702,4.0
18,79592,3.0
18,77561,4.0
18,76251,4.5
18,74789,3.5
18,69122,3.0
18,68319,4.0
18,67255,4.5
18,66934,4.0
18,86332,3.5
18,64957,3.5
18,60684,3.5
18,60074,2.5
18,60040,3.5
18,59784,4.0
18,59615,2.5
18,57669,4.0
18,56757,4.0
18,55765,4.5
18,55247,3.5
18,62434,3.5
18,86880,3.0
18,87232,4.0
18,88129,3.0
18,168252,4.0
18,164179,3.0
18,148626,4.0
18,139385,3.5
18,122920,3.0
18,122918,4.0
18,122900,4.0
18,122892,3.5
18,116823,3.5
18,116797,4.5
18,112183,3.5
18,111362,4.0
18,106487,4.0
18,106072,3.5
18,102903,4.0
18,102445,4.0
18,102125,3.5
18,98809,4.0
18,95441,2.5
18,91542,4.0
18,88140,4.0
18,54272,3.5
18,53996,3.0
18,53972,3.0
18,53125,3.5
18,7323,3.0
18,7147,4.5
18,6807,4.5
18,6787,4.0
18,6378,3.0
18,6373,3.5
18,6287,3.0
18,5995,4.5
18,5903,3.5
18,5679,4.0
18,5669,3.5
18,5574,3.5
18,5418,4.0
18,5266,3.5
18,4816,3.0
18,4262,4.0
18,3785,2.0
18,3751,3.5
18,3462,4.0
18,3275,4.5
18,3257,3.0
18,7373,3.5
18,2953,3.0
18,8361,3.0
18,8784,3.5
18,51540,4.5
18,46578,3.5
18,45722,4.0
18,44665,4.5
18,44555,4.0
18,44199,4.5
18,44191,4.5
18,44022,3.5
18,38061,4.0
18,38038,4.0
18,37733,4.0
18,37729,4.0
18,37386,1.5
18,36529,4.0
18,34405,3.5
18,34150,3.5
18,33615,3.5
18,33004,3.0
18,30793,4.0
18,8950,4.0
18,8917,3.5
18,8641,2.5
18,37741,4.0
18,2001,3.5
18,32587,3.5
18,2692,3.0
18,2571,4.5
18,2542,4.5
18,2470,3.0
18,2329,4.0
18,2291,4.0
18,2268,4.0
18,2115,4.0
18,2058,3.5
18,2028,4.0
18,2012,3.0
18,2000,4.0
18,1954,4.0
18,1805,3.5
18,1732,4.5
18,1676,3.5
18,1625,3.5
18,2959,4.5
18,1617,4.0
18,2997,4.0
18,3147,4.0
18,91658,3.5
18,91529,4.0
18,80489,4.0
18,79132,4.5
18,74458,4.5
18,68157,3.5
18,60756,3.0
18,58559,4.0
18,48516,4.5
18,8798,4.0
18,6874,3.5
18,1704,4.0
18,318,5.0
18,3793,4.0
18,3702,3.5
18,3578,4.5
18,3253,3.0
18,3052,4.5
18,1580,3.5
18,1517,2.5
18,1291,4.0
18,590,4.0
18,527,4.5
18,500,3.5
18,480,3.5
18,457,3.5
18,367,2.5
18,356,4.5
18,296,4.0
18,260,4.0
18,235,4.5
18,231,2.5
18,223,4.0
18,163,4.0
18,110,4.5
18,70,3.5
18,50,5.0
18,47,4.5
18,593,4.5
18,608,4.5
18,648,3.0
18,673,3.0
18,1275,3.5
18,1270,4.0
18,1240,4.0
18,33794,4.5
18,1219,4.5
18,1214,4.0
18,1213,4.5
18,1210,4.5
18,99114,4.0
18,1208,3.5
18,1198,4.0
18,1196,4.0
18,1136,4.5
18,1089,4.0
18,1080,4.5
18,923,5.0
18,919,4.0
18,780,4.0
18,1206,4.5
18,106782,3.0
18,1222,4.5
18,5464,4.0
18,5218,4.0
18,4995,4.5
18,4993,4.5
18,4963,4.0
18,4886,4.0
18,4643,3.0
18,4306,4.0
18,5349,4.0
18,3994,2.5
18,1682,3.0
18,1246,4.0
18,924,4.0
18,628,3.5
18,508,4.0
18,466,2.5
18,435,2.0
18,1917,3.0
18,5445,4.0
18,5459,2.5
18,5816,3.5
18,109487,4.5
18,30812,4.0
18,8984,3.0
18,8961,3.5
18,8957,3.5
18,8665,4.0
18,8368,3.5
18,8360,3.5
18,7153,4.5
18,6934,3.0
18,6863,3.5
18,6539,4.5
18,6534,3.0
18,6365,3.5
18,6333,4.0
18,5989,4.0
18,5952,3.5
18,377,2.5
18,374,2.5
